cusip,interestrate,remainingbalance,factor,gwac,wam,wala,indicator,istbaelig,cpr,date,cdr,predictedcpr,predictedcprnext,predictedcdr,predictedcdrnext,cprnext,cdrnext
3622ACM56,5.5,25924404.53,.8926293,6.159,342,16,,,,2024-08-01,,,,,,,
3622ACM64,5,49909300.2,.8805193,5.631,340,16,,,,2024-08-01,,,,,,,
3622ACM72,5,51447627.11,.86113817,5.604,337,17,,,,2024-08-01,,,,,,,
3622ACM80,5,46129924.46,.89723901,5.559,336,18,,,,2024-08-01,,,,,,,
3622ACM98,4.5,96087686.55,.86112831,5.011,334,20,,,,2024-08-01,,,,,,,
3622ACNA4,4.157,5290623.01,.79763971,4.681,218,141,,,,2024-08-01,,,,,,,
3622ACNB2,6,54149102.84,.8822376,6.559,342,16,,,,2024-08-01,,,,,,,
3622ACNC0,6,54551653.5,.85662388,6.529,339,16,,,,2024-08-01,,,,,,,
3622ACND8,6,59180545.32,.93387071,6.521,341,16,,,,2024-08-01,,,,,,,
3622ACNE6,5.5,18181244.08,.90901675,6.095,340,17,,,,2024-08-01,,,,,,,
3622ACNF3,4.732,4713667.49,.79297467,5.192,259,101,,,,2024-08-01,,,,,,,
3622ACNG1,4.711,14188160.85,.97991899,5.06,346,14,,,,2024-08-01,,,,,,,
3622ACNH9,2.5,207428915.03,.93234963,2.963,331,27,,,,2024-08-01,,,,,,,
3622ACNJ5,2,268359538.38,.93168789,2.449,328,30,,,,2024-08-01,,,,,,,
3622ACNK2,5,56867814.03,.91818389,5.609,342,16,,,,2024-08-01,,,,,,,
3622ACNL0,6,65421177.07,.9372708,6.553,342,17,,,,2024-08-01,,,,,,,
3622ACNM8,6,23240229.76,.91687967,6.629,341,14,,,,2024-08-01,,,,,,,
3622ACNP1,5.5,91909348.89,.90886353,6.123,340,17,,,,2024-08-01,,,,,,,
3622ACNU0,5.5,93928115.07,.92538939,6.078,340,18,,,,2024-08-01,,,,,,,
3622ACNY2,5.5,43690304.06,.85267881,5.985,332,14,,,,2024-08-01,,,,,,,
3622ACNZ9,5.5,47184764.94,.85876239,6.063,335,16,,,,2024-08-01,,,,,,,
3622ACN22,5.5,46349014.26,.89568048,6.095,337,17,,,,2024-08-01,,,,,,,
3622ACN30,5.5,60653932.91,.83924214,6.063,340,15,,,,2024-08-01,,,,,,,
3622ACN48,5.5,158723096.6,.88404839,6.113,341,16,,,,2024-08-01,,,,,,,
3622ACN55,5.5,48446232.71,.93776372,6.11,341,13,,,,2024-08-01,,,,,,,
3622ACN63,5.5,192418071.46,.91128283,6.123,342,16,,,,2024-08-01,,,,,,,
3622ACN71,5.5,220439393.08,.91983706,6.128,343,15,,,,2024-08-01,,,,,,,
3622ACN89,5.5,30660713.61,.86249947,6.154,341,16,,,,2024-08-01,,,,,,,
3622ACN97,5.5,212089618.52,.92696154,6.138,342,15,,,,2024-08-01,,,,,,,
3622ACPA2,5.5,148171065.16,.92747917,6.145,342,15,,,,2024-08-01,,,,,,,
3622ACPC8,5.5,51569888.31,.94596083,6.151,342,15,,,,2024-08-01,,,,,,,
3622ACPD6,5,117615435.08,.93677302,5.649,343,14,,,,2024-08-01,,,,,,,
3622ACPE4,5.5,53076310.31,.93194653,6.1,342,15,,,,2024-08-01,,,,,,,
3622ACPF1,5.5,56992661.3,.92308493,6.142,343,15,,,,2024-08-01,,,,,,,
3622ACPG9,5.5,55259262.34,.93635508,6.086,342,15,,,,2024-08-01,,,,,,,
3622ACPH7,5.5,23536339.37,.87204296,6.021,333,20,,,,2024-08-01,,,,,,,
3622ACPJ3,5.5,49301703.04,.89930025,6.059,334,18,,,,2024-08-01,,,,,,,
3622ACPK0,5.5,68552782.36,.90892361,6.047,337,19,,,,2024-08-01,,,,,,,
3622ACPL8,5.5,69063253.87,.90422894,6.105,340,17,,,,2024-08-01,,,,,,,
3622ACPM6,5.5,70869681.28,.91885845,6.108,341,17,,,,2024-08-01,,,,,,,
3622ACPN4,4.237,4750520.83,.82361616,4.779,205,154,,,,2024-08-01,,,,,,,
3622ACPP9,5.5,39234548.37,.91281662,6.102,340,14,,,,2024-08-01,,,,,,,
3622ACPQ7,5.5,48304107.85,.91786763,6.107,341,14,,,,2024-08-01,,,,,,,
3622ACPR5,4,23468168.31,.9059145,4.49,330,28,,,,2024-08-01,,,,,,,
3622ACPS3,4,31777369.27,.90767317,4.456,329,28,,,,2024-08-01,,,,,,,
3622ACPT1,5.5,99522988,.92448886,6.143,342,14,,,,2024-08-01,,,,,,,
3622ACPU8,5.5,61580236.23,.94531543,6.065,342,15,,,,2024-08-01,,,,,,,
3622ACPV6,5.5,53401926.14,.92858356,6.117,341,15,,,,2024-08-01,,,,,,,
3622ACPW4,3.929,8720783.5,.87115884,4.448,234,126,,,,2024-08-01,,,,,,,
3622ACPX2,4.5,65431474.73,.91430437,5.023,332,24,,,,2024-08-01,,,,,,,
3622ACPY0,5.5,64535771.24,.94652647,6.077,342,16,,,,2024-08-01,,,,,,,
3622ACP20,5.5,118116666.84,.92376714,6.149,342,14,,,,2024-08-01,,,,,,,
3622ACP38,4,218228552.83,.88917548,4.534,330,23,,,,2024-08-01,,,,,,,
3622ACP46,3,137238431.91,.89144852,3.476,328,29,,,,2024-08-01,,,,,,,
3622ACP53,4.5,16110611.08,.94040548,5.186,343,15,,,,2024-08-01,,,,,,,
3622ACP61,4.5,76292196.59,.90282052,5.126,336,22,,,,2024-08-01,,,,,,,
3622ACP79,4.5,42292002.98,.88596979,5.052,334,22,,,,2024-08-01,,,,,,,
3622ACP87,5,16155383.53,.85217593,5.615,343,15,,,,2024-08-01,,,,,,,
3622ACP95,5,32593150.85,.92646342,5.647,342,16,,,,2024-08-01,,,,,,,
3622ACQA1,5,26344035.37,.9176902,5.65,342,16,,,,2024-08-01,,,,,,,
3622ACQB9,5,31775583.71,.93576016,5.64,342,17,,,,2024-08-01,,,,,,,
3622ACQC7,5,16940046.81,.92574677,5.658,339,17,,,,2024-08-01,,,,,,,
3622ACQD5,5,27200750.4,.96744826,5.564,345,14,,,,2024-08-01,,,,,,,
3622ACQE3,5.5,16476488.86,.94579203,6.152,343,16,,,,2024-08-01,,,,,,,
3622ACQF0,6,36246415.75,.91379584,6.651,340,17,,,,2024-08-01,,,,,,,
3622ACQG8,6,40186421.94,.90146716,6.639,339,18,,,,2024-08-01,,,,,,,
3622ACQH6,6.5,71761048,.84954496,7.06,338,15,,,,2024-08-01,,,,,,,
3622ACQJ2,6.5,67469430.73,.87497629,7.043,344,13,,,,2024-08-01,,,,,,,
3622ACQK9,6,67041402.98,.92435848,6.538,343,14,,,,2024-08-01,,,,,,,
3622ACQL7,6,65750527.47,.89829836,6.544,342,15,,,,2024-08-01,,,,,,,
3622ACQM5,4,23403611.19,.90046565,4.516,329,25,,,,2024-08-01,,,,,,,
3622ACQN3,3,34219018.33,.92400398,3.505,314,42,,,,2024-08-01,,,,,,,
3622ACQP8,3,75175136.87,.89201961,3.502,325,32,,,,2024-08-01,,,,,,,
3622ACQQ6,3.5,25118952.06,.93952635,3.887,325,34,,,,2024-08-01,,,,,,,
3622ACQR4,2.5,25959290.99,.923696,2.998,324,36,,,,2024-08-01,,,,,,,
3622ACQS2,4.5,23366273.76,.93014688,5.056,332,24,,,,2024-08-01,,,,,,,
3622ACQT0,7,5091966.1,.19751971,7.547,344,13,,,,2024-08-01,,,,,,,
3622ACQU7,5.5,22675277.1,.86110613,6.1,340,14,,,,2024-08-01,,,,,,,
3622ACQV5,5.5,28152948,.92397899,6.105,345,13,,,,2024-08-01,,,,,,,
3622ACQW3,6,28983129.99,.94727552,6.563,342,13,,,,2024-08-01,,,,,,,
3622ACQX1,5,15670279.41,.92672922,5.601,337,15,,,,2024-08-01,,,,,,,
3622ACQY9,6,24983033.03,.91407973,6.578,341,13,,,,2024-08-01,,,,,,,
3622ACQZ6,6,27618303.46,.9587613,6.548,343,13,,,,2024-08-01,,,,,,,
3622ACQ29,5,49060996.99,.98120031,5.604,339,20,,,,2024-08-01,,,,,,,
3622ACQ37,4.152,4062548.84,.78805301,4.708,240,120,,,,2024-08-01,,,,,,,
3622ACQ45,6,72400986.64,.95027557,6.546,345,13,,,,2024-08-01,,,,,,,
3622ACQ52,6,74859574.19,.915293,6.525,342,14,,,,2024-08-01,,,,,,,
3622ACQ60,6,64742542.82,.92065286,6.603,343,14,,,,2024-08-01,,,,,,,
3622ACQ78,6,45768188.78,.8740956,6.63,343,15,,,,2024-08-01,,,,,,,
3622ACQ86,6,75139213.85,.90791314,6.549,343,13,,,,2024-08-01,,,,,,,
3622ACQ94,5.5,57439212.73,.91952231,6.096,342,15,,,,2024-08-01,,,,,,,
3622ACRA0,5.5,50209436.85,.9433322,6.061,341,15,,,,2024-08-01,,,,,,,
3622ACRB8,5.5,15517048.5,.82131708,6,90,258,,,,2024-08-01,,,,,,,
3622ACRC6,5.5,37793454.31,.96564647,6.031,342,16,,,,2024-08-01,,,,,,,
3622ACRD4,2,50172093.6,.90093669,2.464,328,30,,,,2024-08-01,,,,,,,
3622ACRE2,4,35864340.92,.92227995,4.493,327,27,,,,2024-08-01,,,,,,,
3622ACRF9,4,35070180.78,.93227873,4.537,330,27,,,,2024-08-01,,,,,,,
3622ACRG7,5.5,51019243.49,.92191483,6.09,344,15,,,,2024-08-01,,,,,,,
3622ACRH5,5.5,28710856.26,.9300317,6.115,343,14,,,,2024-08-01,,,,,,,
3622ACRJ1,6,46897131.18,.91464172,6.508,343,15,,,,2024-08-01,,,,,,,
3622ACRK8,6,47486728.51,.923616,6.56,343,14,,,,2024-08-01,,,,,,,
3622ACRL6,4,57306039.17,.86807801,4.38,267,87,,,,2024-08-01,,,,,,,
3622ACRM4,3,11357393.12,.92259533,3.358,284,68,,,,2024-08-01,,,,,,,
3622ACRN2,3,6369981.81,.91363235,3.5,218,129,,,,2024-08-01,,,,,,,
3622ACRP7,4.018,17053238.35,.97652302,4.47,344,16,,,,2024-08-01,,,,,,,
3622ACRQ5,3,38221252.35,.9310275,3.435,331,27,,,,2024-08-01,,,,,,,
3622ACRR3,4,11299766.31,.90169575,4.501,331,27,,,,2024-08-01,,,,,,,
3622ACRS1,4.5,18438264.48,.8454067,5.034,325,25,,,,2024-08-01,,,,,,,
3622ACRT9,4.5,19208622.77,.89294146,5.107,328,25,,,,2024-08-01,,,,,,,
3622ACRU6,4.5,22092420.65,.89107798,5.041,329,25,,,,2024-08-01,,,,,,,
3622ACRV4,4.5,5187628.51,.92730062,5.05,331,23,,,,2024-08-01,,,,,,,
3622ACRW2,5.5,45843986.32,.90595596,6.121,342,13,,,,2024-08-01,,,,,,,
3622ACRX0,6,56092184.05,.90569763,6.653,342,13,,,,2024-08-01,,,,,,,
3622ACRY8,6,55324033.8,.88872489,6.675,342,13,,,,2024-08-01,,,,,,,
3622ACRZ5,6,93006044.29,.91562324,6.537,344,13,,,,2024-08-01,,,,,,,
3622ACR28,6,54716008.4,.91216558,6.537,343,13,,,,2024-08-01,,,,,,,
3622ACR36,6,82985044.75,.92108887,6.616,344,14,,,,2024-08-01,,,,,,,
3622ACR44,5.5,66129552.62,.95714801,6.171,343,15,,,,2024-08-01,,,,,,,
3622ACR51,5.5,136626082.42,.97017764,6.082,345,14,,,,2024-08-01,,,,,,,
3622ACR77,5.5,45995879.38,.90801365,6.046,339,15,,,,2024-08-01,,,,,,,
3622ACR85,5.034,14184022.65,.91722536,5.472,347,13,,,,2024-08-01,,,,,,,
3622ACR93,5.5,67791982.58,.93129308,6.051,340,15,,,,2024-08-01,,,,,,,
3622ACSA9,5.5,25334497.29,.94045854,6.098,345,13,,,,2024-08-01,,,,,,,
3622ACSB7,6,31075163.87,.88695107,6.605,339,11,,,,2024-08-01,,,,,,,
3622ACSC5,5.5,69772177.73,.94128862,6.048,344,12,,,,2024-08-01,,,,,,,
3622ACSD3,5.5,106168440.8,.94428654,6.067,343,14,,,,2024-08-01,,,,,,,
3622ACSE1,5.5,84213048.55,.93478319,6.098,344,14,,,,2024-08-01,,,,,,,
3622ACSF8,3,77058803.24,.92273367,3.433,326,30,,,,2024-08-01,,,,,,,
3622ACSG6,3,55913098.27,.90474026,3.453,307,47,,,,2024-08-01,,,,,,,
3622ACSH4,6,98182856.04,.92063069,6.56,340,15,,,,2024-08-01,,,,,,,
3622ACSJ0,6,81172391.97,.93239557,6.549,341,15,,,,2024-08-01,,,,,,,
3622ACSK7,5.5,56984628.71,.90836158,6.056,343,13,,,,2024-08-01,,,,,,,
3622ACSL5,6,18878319.99,.8686093,6.537,337,11,,,,2024-08-01,,,,,,,
3622ACSN1,6,34636624.09,.93119192,6.584,341,12,,,,2024-08-01,,,,,,,
3622ACSP6,6,38970437.79,.92706322,6.606,341,13,,,,2024-08-01,,,,,,,
3622ACSQ4,6,31002123.39,.94050669,6.575,343,12,,,,2024-08-01,,,,,,,
3622ACSR2,6.5,20295533.17,.84913631,6.988,333,11,,,,2024-08-01,,,,,,,
3622ACSS0,5.5,51790963.45,.92437857,6.054,337,17,,,,2024-08-01,,,,,,,
3622ACST8,5.5,89824037.67,.9279141,6.106,342,14,,,,2024-08-01,,,,,,,
3622ACSU5,6,55794618.21,.90393702,6.647,345,13,,,,2024-08-01,,,,,,,
3622ACSV3,6.5,48099196.8,.94241982,6.978,345,12,,,,2024-08-01,,,,,,,
3622ACSW1,6,86383757.82,.92795773,6.589,342,12,,,,2024-08-01,,,,,,,
3622ACSX9,6,93510248.24,.90941936,6.607,344,12,,,,2024-08-01,,,,,,,
3622ACSZ4,6,69969452.61,.94136635,6.612,346,12,,,,2024-08-01,,,,,,,
3622ACS35,6,64463128.18,.88036797,6.565,341,13,,,,2024-08-01,,,,,,,
3622ACS43,6,90752252.35,.91273475,6.588,344,13,,,,2024-08-01,,,,,,,
3622ACS50,6,134337743.56,.9241181,6.601,344,13,,,,2024-08-01,,,,,,,
3622ACS68,6,136729489.42,.90113257,6.61,344,13,,,,2024-08-01,,,,,,,
3622ACS76,6,139553087.3,.90004988,6.601,344,13,,,,2024-08-01,,,,,,,
3622ACS84,6,75354280.52,.93475264,6.62,345,13,,,,2024-08-01,,,,,,,
3622ACS92,6,25054864.55,.89608801,6.71,346,12,,,,2024-08-01,,,,,,,
3622ACTA8,3,89594237.27,.90848205,3.424,320,31,,,,2024-08-01,,,,,,,
3622ACTB6,6,107706748.67,.92508609,6.571,344,14,,,,2024-08-01,,,,,,,
3622ACTC4,5,76227607.1,.93587912,5.612,341,15,,,,2024-08-01,,,,,,,
3622ACTD2,7,4884748.8,.28865881,7.523,341,11,,,,2024-08-01,,,,,,,
3622ACTE0,5,87640713.45,.92490967,5.622,340,15,,,,2024-08-01,,,,,,,
3622ACTF7,4.5,66667220.06,.94149004,5.085,344,14,,,,2024-08-01,,,,,,,
3622ACTG5,6,7421422.54,.82636284,6.385,152,64,,,,2024-08-01,,,,,,,
3622ACTH3,6,54310108.33,.90726981,6.539,342,15,,,,2024-08-01,,,,,,,
3622ACTJ9,6,54695168.99,.93812921,6.54,341,14,,,,2024-08-01,,,,,,,
3622ACTK6,6,46132640.89,.90405203,6.495,343,14,,,,2024-08-01,,,,,,,
3622ACTL4,6,65718546.45,.90189676,6.542,343,14,,,,2024-08-01,,,,,,,
3622ACTM2,6,104135066.85,.92589901,6.621,343,14,,,,2024-08-01,,,,,,,
3622ACTN0,6,62880909.54,.92469086,6.546,341,14,,,,2024-08-01,,,,,,,
3622ACTP5,6,81511281.3,.92840498,6.555,344,13,,,,2024-08-01,,,,,,,
3622ACTQ3,6,48520094.61,.91406322,6.552,344,12,,,,2024-08-01,,,,,,,
3622ACTR1,6.5,47622835.55,.89283815,7.032,337,17,,,,2024-08-01,,,,,,,
3622ACTS9,6,64137213.7,.92409761,6.565,344,13,,,,2024-08-01,,,,,,,
3622ACTT7,4.5,40808442.91,.91143106,4.927,278,77,,,,2024-08-01,,,,,,,
3622ACTU4,6,59442510.31,.883508,6.563,341,14,,,,2024-08-01,,,,,,,
3622ACTV2,4.5,15179060.01,.90702886,5.127,333,24,,,,2024-08-01,,,,,,,
3622ACTW0,4.5,10249798.7,.90037886,5.106,331,24,,,,2024-08-01,,,,,,,
3622ACTX8,4.5,16264819.78,.93662687,5.067,333,23,,,,2024-08-01,,,,,,,
3622ACTY6,3.5,22585057.68,.88894318,4,195,146,,,,2024-08-01,,,,,,,
3622ACTZ3,4,18322583.1,.92684149,4.508,335,24,,,,2024-08-01,,,,,,,
3622ACT26,5,63335042.92,.95112434,5.595,342,15,,,,2024-08-01,,,,,,,
3622ACT34,5,64016042.05,.91947957,5.655,340,17,,,,2024-08-01,,,,,,,
3622ACT42,3,27442631.68,.87216433,3.463,124,52,,,,2024-08-01,,,,,,,
3622ACT59,6,75680211.08,.93436566,6.646,346,13,,,,2024-08-01,,,,,,,
3622ACT67,6,53618534.85,.97497147,6.504,347,12,,,,2024-08-01,,,,,,,
3622ACT75,4,510761006.6,.90749134,4.464,288,68,,,,2024-08-01,,,,,,,
3622ACT83,4,488071131.85,.91416791,4.413,263,93,,,,2024-08-01,,,,,,,
3622ACT91,5,30156924.9,.95998882,5.607,343,15,,,,2024-08-01,,,,,,,
3622ACUA6,5,101846689.04,.94726944,5.673,343,15,,,,2024-08-01,,,,,,,
3622ACUB4,5,112956261.5,.94957409,5.664,343,15,,,,2024-08-01,,,,,,,
3622ACUC2,5,30205486.6,.91868148,5.599,338,17,,,,2024-08-01,,,,,,,
3622ACUD0,3,170781863.28,.90553655,3.478,304,54,,,,2024-08-01,,,,,,,
3622ACUE8,3,583457365.09,.91454715,3.473,302,56,,,,2024-08-01,,,,,,,
3622ACUF5,3,140788661.27,.91918349,3.42,229,122,,,,2024-08-01,,,,,,,
3622ACUG3,6.5,81041868.25,.90215608,7.04,345,14,,,,2024-08-01,,,,,,,
3622ACUH1,6.5,173293630.18,.844761,7,343,13,,,,2024-08-01,,,,,,,
3622ACUJ7,2.5,271198156.01,.92354671,2.983,306,51,,,,2024-08-01,,,,,,,
3622ACUK4,3.5,6829031.79,.87686851,3.875,248,101,,,,2024-08-01,,,,,,,
3622ACUM0,5.5,5467347.41,.83928961,6.281,89,261,,,,2024-08-01,,,,,,,
3622ACUN8,6,42473328.74,.941425,6.543,342,12,,,,2024-08-01,,,,,,,
3622ACUQ1,3.5,5358231.02,.93459886,3.862,231,117,,,,2024-08-01,,,,,,,
3622ACUR9,6,105362388.14,.92410814,6.584,345,13,,,,2024-08-01,,,,,,,
3622ACUS7,5.5,17105667.18,.83998459,6,91,257,,,,2024-08-01,,,,,,,
3622ACUT5,4.5,26474647.58,.90127088,5.02,330,27,,,,2024-08-01,,,,,,,
3622ACUU2,3,138466062.46,.93326866,3.48,292,64,,,,2024-08-01,,,,,,,
3622ACUV0,5,10294776.7,.98642542,5.636,343,15,,,,2024-08-01,,,,,,,
3622ACUW8,6,33611938.47,.83371203,6.556,344,13,,,,2024-08-01,,,,,,,
3622ACUX6,6,15839349.9,.69489089,6.594,345,13,,,,2024-08-01,,,,,,,
3622ACUY4,6,28897138.3,.70569107,6.569,343,13,,,,2024-08-01,,,,,,,
3622ACUZ1,6.5,40886805.09,.93746537,7.056,338,12,,,,2024-08-01,,,,,,,
3622ACU24,6.5,27143848.14,.94789483,7.02,344,11,,,,2024-08-01,,,,,,,
3622ACU32,6.5,74711746.79,.93112207,7.014,343,11,,,,2024-08-01,,,,,,,
3622ACU40,6.5,47484717.41,.9259773,7.029,341,11,,,,2024-08-01,,,,,,,
3622ACU57,6.5,51779597.66,.91741206,7.018,344,11,,,,2024-08-01,,,,,,,
3622ACU65,6.5,69720105.1,.90827283,7.015,345,11,,,,2024-08-01,,,,,,,
3622ACU73,6.5,54968038.34,.9169722,7.011,346,12,,,,2024-08-01,,,,,,,
3622ACU81,6.5,57245955.45,.89276802,7.032,346,11,,,,2024-08-01,,,,,,,
3622ACU99,6.5,34641282,.92194766,6.968,347,11,,,,2024-08-01,,,,,,,
3622ACVA5,3,96800137.85,.90753514,3.471,256,99,,,,2024-08-01,,,,,,,
3622ACVB3,3.5,800479365.95,.90956578,3.949,293,64,,,,2024-08-01,,,,,,,
3622ACVC1,3.5,88249846.63,.93329584,3.915,259,97,,,,2024-08-01,,,,,,,
3622ACVD9,4.5,23579010.94,.9280687,4.979,283,73,,,,2024-08-01,,,,,,,
3622ACVE7,4.5,23871340.68,.91371178,4.927,205,145,,,,2024-08-01,,,,,,,
3622ACVF4,6,14613487.21,.94986138,6.623,347,12,,,,2024-08-01,,,,,,,
3622ACVG2,4.5,5206358.35,.90677467,4.864,195,152,,,,2024-08-01,,,,,,,
3622ACVH0,6,49818195.35,.93066015,6.593,342,12,,,,2024-08-01,,,,,,,
3622ACVJ6,5.5,11364222.59,.94332268,6.056,347,11,,,,2024-08-01,,,,,,,
3622ACVK3,5,20158614.42,.9430343,5.499,338,22,,,,2024-08-01,,,,,,,
3622ACVL1,4.5,19115356.62,.90073181,5.055,328,31,,,,2024-08-01,,,,,,,
3622ACVM9,4,17121638.61,.95878394,4.448,328,30,,,,2024-08-01,,,,,,,
3622ACVN7,5,28417725.63,.89876944,5.541,335,20,,,,2024-08-01,,,,,,,
3622ACVP2,5.5,48183386.54,.91907414,6.009,334,19,,,,2024-08-01,,,,,,,
3622ACVQ0,5,29385566.13,.93442902,5.582,339,15,,,,2024-08-01,,,,,,,
3622ACVR8,5,23860533.14,.91449722,5.597,341,16,,,,2024-08-01,,,,,,,
3622ACVS6,5,28559259.86,.91164165,5.548,343,16,,,,2024-08-01,,,,,,,
3622ACVT4,6,66121287.03,.95492023,6.565,345,12,,,,2024-08-01,,,,,,,
3622ACVU1,5.5,24354858.29,.93361272,6.082,345,12,,,,2024-08-01,,,,,,,
3622ACVV9,5.5,49180363.06,.91876843,6.097,345,12,,,,2024-08-01,,,,,,,
3622ACVW7,6,118677377.24,.89788189,6.571,342,14,,,,2024-08-01,,,,,,,
3622ACVX5,6,24238495.24,.96227077,6.633,347,11,,,,2024-08-01,,,,,,,
3622ACVY3,6,24498547.64,.96879816,6.633,348,11,,,,2024-08-01,,,,,,,
3622ACVZ0,6,26142049.52,.96091823,6.647,345,13,,,,2024-08-01,,,,,,,
3622ACV23,5,49445990.94,.9060203,5.556,335,20,,,,2024-08-01,,,,,,,
3622ACV31,5,80851290.6,.91047572,5.567,341,14,,,,2024-08-01,,,,,,,
3622ACV49,5,72022025.22,.94052262,5.595,344,15,,,,2024-08-01,,,,,,,
3622ACV56,5,46693456.97,.93278753,5.572,344,14,,,,2024-08-01,,,,,,,
3622ACV72,6,83366854,.94879938,6.548,346,11,,,,2024-08-01,,,,,,,
3622ACV80,6,104398073.26,.94127022,6.575,345,13,,,,2024-08-01,,,,,,,
3622ACV98,6,137445856.69,.94339014,6.586,344,13,,,,2024-08-01,,,,,,,
3622ACWA4,6,143742024.81,.94922452,6.581,346,12,,,,2024-08-01,,,,,,,
3622ACWB2,6,24871073.48,.93993487,6.563,343,11,,,,2024-08-01,,,,,,,
3622ACWC0,3.5,71235206.97,.90299441,3.936,296,62,,,,2024-08-01,,,,,,,
3622ACWD8,3.5,223550575.71,.91796261,3.899,254,102,,,,2024-08-01,,,,,,,
3622ACWE6,3.5,57863271.07,.91203581,3.884,220,130,,,,2024-08-01,,,,,,,
3622ACWF3,4,106006235.6,.91074896,4.43,289,69,,,,2024-08-01,,,,,,,
3622ACWG1,6.5,16295963.82,.94047347,7.025,345,11,,,,2024-08-01,,,,,,,
3622ACWH9,4.5,7644548.4,.91016648,5,176,171,,,,2024-08-01,,,,,,,
3622ACWJ5,6.5,20115516.13,.92108376,7.101,348,11,,,,2024-08-01,,,,,,,
3622ACWS5,4,83913062.71,.91658465,4.445,330,28,,,,2024-08-01,,,,,,,
3622ACWT3,5,66396829.33,.92183894,5.602,340,17,,,,2024-08-01,,,,,,,
3622ACWU0,5,74910949.2,.91899726,5.577,340,17,,,,2024-08-01,,,,,,,
3622ACWV8,5,85694074.95,.93019095,5.594,340,16,,,,2024-08-01,,,,,,,
3622ACWW6,6,51480425.28,.97744901,6.587,348,12,,,,2024-08-01,,,,,,,
3622ACWX4,5,117882706.83,.93823037,5.638,340,17,,,,2024-08-01,,,,,,,
3622ACWY2,6,22050171.82,.88180962,6.535,338,11,,,,2024-08-01,,,,,,,
3622ACWZ9,7.5,14671444.07,.3097878,7.88,346,10,,,,2024-08-01,,,,,,,
3622ACW22,4,29011346.26,.93805324,4.537,328,30,,,,2024-08-01,,,,,,,
3622ACW30,5.5,23017137.01,.92027787,6.098,340,12,,,,2024-08-01,,,,,,,
3622ACW48,6.5,5284355.73,.84628958,6.887,144,206,,,,2024-08-01,,,,,,,
3622ACW63,5,66419033.42,.97538605,5.563,342,17,,,,2024-08-01,,,,,,,
3622ACW71,5.5,53724103.88,.95074652,6.107,342,15,,,,2024-08-01,,,,,,,
3622ACW89,5.5,79633049.47,.90236091,6.117,341,16,,,,2024-08-01,,,,,,,
3622ACW97,5.5,52498135.81,.91929146,6.106,343,14,,,,2024-08-01,,,,,,,
3622ACXA3,5.5,93349170.04,.92061226,6.101,342,15,,,,2024-08-01,,,,,,,
3622ACXB1,5.5,99973027.25,.92485587,6.125,343,15,,,,2024-08-01,,,,,,,
3622ACXC9,4,99935808.64,.93260295,4.419,265,92,,,,2024-08-01,,,,,,,
3622ACXD7,4,94313764.71,.91643673,4.39,223,128,,,,2024-08-01,,,,,,,
3622ACXE5,4.167,10318948.4,.88511316,4.655,265,95,,,,2024-08-01,,,,,,,
3622ACXF2,4.226,12726121.59,.87288676,4.821,275,84,,,,2024-08-01,,,,,,,
3622ACXG0,4.5,4917055.61,.98222125,5,288,69,,,,2024-08-01,,,,,,,
3622ACXH8,6,102884594.2,.97286177,6.542,346,12,,,,2024-08-01,,,,,,,
3622ACXJ4,5,14862138.82,.97120972,5.572,334,23,,,,2024-08-01,,,,,,,
3622ACXK1,5,128747756.22,.94411778,5.579,343,15,,,,2024-08-01,,,,,,,
3622ACXL9,4,6836019.84,.95097457,4.5,249,103,,,,2024-08-01,,,,,,,
3622ACXM7,6,113333581.84,.93662198,6.547,343,12,,,,2024-08-01,,,,,,,
3622ACXN5,4.5,90115640.32,.93058771,5.143,340,18,,,,2024-08-01,,,,,,,
3622ACXP0,6,59802254.81,.91304312,6.619,339,16,,,,2024-08-01,,,,,,,
3622ACXQ8,6,65226601.87,.92155852,6.636,341,17,,,,2024-08-01,,,,,,,
3622ACXR6,6,60997317.01,.90285638,6.64,341,17,,,,2024-08-01,,,,,,,
3622ACXS4,5.5,109257510.81,.96543895,6.064,342,17,,,,2024-08-01,,,,,,,
3622ACXT2,2,14247902.15,.95893312,2.544,333,27,,,,2024-08-01,,,,,,,
3622ACXU9,3.5,22016325.52,.96017443,3.81,312,46,,,,2024-08-01,,,,,,,
3622ACXV7,4.5,42638692.38,.91298629,5.051,334,22,,,,2024-08-01,,,,,,,
3622ACXW5,4.5,76766386.6,.9137396,5.126,336,22,,,,2024-08-01,,,,,,,
3622ACXX3,4.5,16584763.51,.94452027,5.185,343,15,,,,2024-08-01,,,,,,,
3622ACXY1,4.5,8346506.78,.92095594,5.145,342,17,,,,2024-08-01,,,,,,,
3622ACXZ8,5,11956849.03,.93655149,5.62,338,15,,,,2024-08-01,,,,,,,
3622ACX21,5,16242245.44,.86295581,5.615,343,15,,,,2024-08-01,,,,,,,
3622ACX39,5.5,49411803.86,.98802143,6.023,346,12,,,,2024-08-01,,,,,,,
3622ACX47,5,34996151.99,.94308721,5.652,342,16,,,,2024-08-01,,,,,,,
3622ACX54,5,27273308.61,.92141184,5.648,342,16,,,,2024-08-01,,,,,,,
3622ACX62,5,32243763.12,.95245196,5.64,342,17,,,,2024-08-01,,,,,,,
3622ACX70,5,30110008.51,.96778565,5.631,340,19,,,,2024-08-01,,,,,,,
